distance_client_restaurant_km,distance_rider_restaurant_km,est_prep_time_min,traffic_intensity,avg_vehicle_speed_kmh,is_festive_day,order_load_ratio,time_of_day_interval,weather,historical_pred_time_min
1.316,5.439,13.3,7,19.2,0,0.288,22:00-23:59,0,48.8
2.984,2.358,33.7,3,25.1,0,0.461,22:00-23:59,1,42.4
2.739,3.662,16.9,9,15.1,0,0.319,08:00-09:59,1,51.9
5.223,3.48,24.0,7,21.3,0,0.687,10:00-11:59,1,62.5
1.819,2.06,17.6,4,25.0,0,0.358,04:00-05:59,1,31.0
1.717,3.792,25.0,4,24.7,0,0.28,22:00-23:59,1,45.2
2.153,4.169,17.4,9,12.3,0,0.397,16:00-17:59,1,63.5
2.345,3.607,36.0,6,22.3,0,0.519,08:00-09:59,1,61.2
2.404,2.793,29.1,5,25.8,0,0.533,14:00-15:59,1,46.8
5.706,3.95,23.5,6,22.7,1,0.479,00:00-01:59,0,60.6
2.284,4.23,24.3,7,21.6,0,0.445,08:00-09:59,1,42.5
2.215,2.646,25.7,1,28.8,0,0.771,04:00-05:59,1,50.4
2.27,1.484,25.9,3,28.3,0,0.41,22:00-23:59,1,44.6
8.221,2.843,34.2,2,24.2,1,0.543,00:00-01:59,1,83.0
2.874,2.416,30.3,4,26.7,0,0.601,06:00-07:59,1,49.2
1.583,4.996,20.5,9,16.5,0,0.221,08:00-09:59,1,55.2
1.53,2.915,27.0,5,21.1,0,0.24,12:00-13:59,0,48.4
4.268,3.06,24.9,3,22.1,0,0.515,00:00-01:59,1,50.8
0.544,3.83,16.1,5,21.5,0,0.489,04:00-05:59,1,33.5
3.833,3.442,22.5,5,24.6,0,0.391,02:00-03:59,0,54.7
6.467,3.212,15.5,7,15.6,0,0.412,16:00-17:59,1,65.0
5.716,2.432,16.9,5,25.5,1,0.297,18:00-19:59,1,43.0
3.709,5.163,26.6,10,5.0,0,0.489,10:00-11:59,0,169.8
1.155,3.822,17.0,7,19.5,0,0.571,18:00-19:59,1,44.7
3.032,3.058,36.3,5,16.7,0,0.53,04:00-05:59,1,72.3
2.811,3.15,25.8,5,17.1,0,0.682,14:00-15:59,0,57.0
5.792,2.369,26.9,5,30.7,0,0.398,14:00-15:59,1,52.4
5.423,3.401,29.5,4,21.6,1,0.216,02:00-03:59,1,66.6
2.075,3.031,24.5,8,17.1,0,0.348,10:00-11:59,1,41.2
1.27,4.164,20.1,5,24.1,0,0.431,12:00-13:59,1,43.8
1.328,2.488,17.9,2,28.4,0,0.329,02:00-03:59,1,40.8
0.96,2.636,38.0,1,28.5,1,0.728,20:00-21:59,1,56.5
8.035,3.389,20.6,7,18.5,0,0.596,18:00-19:59,0,72.6
2.669,1.835,28.8,5,21.6,0,0.602,02:00-03:59,1,52.0
1.682,3.175,14.3,8,14.4,0,0.407,18:00-19:59,1,38.2
2.264,3.533,29.9,4,20.5,0,0.446,00:00-01:59,1,61.3
5.888,2.993,14.1,6,23.0,0,0.238,14:00-15:59,1,48.5
1.631,4.07,40.8,5,22.5,1,0.712,00:00-01:59,0,84.7
1.838,5.275,26.8,9,8.4,0,0.568,16:00-17:59,0,92.1
1.542,2.891,27.9,5,24.9,0,0.543,20:00-21:59,1,50.8
3.587,4.487,21.8,8,16.1,0,0.442,10:00-11:59,1,53.8
3.468,3.265,15.7,3,25.2,0,0.449,12:00-13:59,1,37.9
2.009,4.23,19.1,7,21.6,0,0.377,18:00-19:59,1,49.2
3.055,2.462,23.2,5,27.6,0,0.544,12:00-13:59,1,36.9
2.189,3.593,23.4,7,18.1,0,0.279,18:00-19:59,1,46.1
1.93,4.045,33.0,2,36.8,1,0.629,04:00-05:59,1,53.3
3.211,3.479,32.9,2,28.7,0,0.507,02:00-03:59,1,49.0
0.891,4.675,12.0,7,7.7,0,0.366,16:00-17:59,0,71.4
4.771,2.02,26.7,5,24.1,0,0.606,14:00-15:59,1,50.6
2.458,2.694,21.7,5,25.1,0,0.341,22:00-23:59,1,38.5
1.18,2.253,22.1,5,26.3,0,0.684,18:00-19:59,1,25.7
2.424,5.038,25.2,6,18.2,0,0.49,12:00-13:59,0,62.0
3.859,1.826,23.4,5,18.5,0,0.658,16:00-17:59,1,40.8
0.85,4.181,16.5,3,29.5,1,0.232,06:00-07:59,1,49.4
1.804,2.551,27.2,5,25.9,0,0.429,06:00-07:59,1,44.1
2.953,2.576,27.9,4,23.2,0,0.595,00:00-01:59,1,48.1
2.693,1.917,29.5,1,29.6,1,0.432,14:00-15:59,1,55.4
2.688,3.374,23.9,1,28.5,1,0.204,22:00-23:59,0,46.8
3.732,4.481,22.0,3,25.1,1,0.344,04:00-05:59,0,57.0
1.997,3.721,26.5,3,32.7,0,0.327,12:00-13:59,1,38.7
4.147,3.557,16.0,5,18.9,0,0.521,22:00-23:59,0,56.1
2.193,2.536,27.4,4,20.5,0,0.345,02:00-03:59,0,47.5
1.586,4.236,21.7,3,22.8,0,0.48,02:00-03:59,1,45.6
5.102,3.24,14.7,3,23.0,0,0.269,12:00-13:59,1,41.0
2.329,1.709,31.9,5,25.1,1,0.867,10:00-11:59,1,47.8
4.217,1.563,19.8,6,25.7,0,0.313,04:00-05:59,1,43.7
1.859,5.013,39.5,7,11.0,1,0.454,16:00-17:59,0,99.0
1.601,1.788,23.2,6,15.5,0,0.652,18:00-19:59,1,34.5
1.408,4.07,23.8,4,20.6,0,0.425,10:00-11:59,1,55.3
2.724,3.242,21.6,7,21.0,0,0.536,18:00-19:59,1,48.1
3.003,2.783,22.4,9,18.6,0,0.414,18:00-19:59,1,51.3
1.144,3.676,36.9,7,12.6,1,0.529,10:00-11:59,1,72.5
4.534,3.344,24.6,7,22.8,0,0.242,00:00-01:59,1,58.0
4.834,3.187,23.5,4,31.0,0,0.324,06:00-07:59,0,47.3
1.308,3.409,26.2,8,10.5,0,0.529,18:00-19:59,1,63.6
1.728,2.513,15.4,5,28.7,0,0.56,10:00-11:59,1,28.5
1.297,3.398,41.5,5,20.8,1,0.525,10:00-11:59,0,69.0
1.924,3.391,33.2,4,28.2,0,0.59,20:00-21:59,1,50.3
6.754,3.055,31.1,5,18.2,0,0.369,22:00-23:59,1,72.2
2.831,3.681,19.0,9,14.9,1,0.489,08:00-09:59,0,63.9
5.272,3.779,14.0,4,32.2,0,0.219,00:00-01:59,1,40.9
2.829,2.838,18.3,4,21.3,0,0.358,14:00-15:59,0,41.8
2.667,3.3,28.3,4,21.2,0,0.641,08:00-09:59,1,54.9
4.347,3.804,22.2,3,27.4,0,0.427,22:00-23:59,1,43.8
3.848,2.487,28.8,3,25.1,1,0.649,22:00-23:59,1,54.4
4.759,3.125,22.1,3,21.3,1,0.408,22:00-23:59,0,54.1
3.551,2.735,32.3,6,20.6,0,0.398,08:00-09:59,0,48.9
1.172,3.59,21.6,4,25.5,0,0.588,12:00-13:59,1,36.1
3.856,3.686,17.7,3,29.7,1,0.449,06:00-07:59,1,48.7
3.253,2.62,19.3,8,14.8,0,0.492,10:00-11:59,1,53.5
2.655,3.555,32.7,3,29.1,0,0.502,06:00-07:59,1,51.4
4.994,2.29,23.4,4,24.4,0,0.384,04:00-05:59,1,45.4
2.57,3.297,20.9,5,18.0,0,0.349,12:00-13:59,0,49.4
1.897,2.488,17.9,4,21.8,0,0.281,14:00-15:59,1,34.1
3.339,1.072,36.6,2,33.4,1,0.453,06:00-07:59,1,49.0
1.878,4.16,20.5,4,25.8,0,0.436,02:00-03:59,0,42.3
2.747,3.882,22.5,4,24.3,0,0.497,22:00-23:59,0,46.0
3.183,3.093,18.7,7,16.0,0,0.548,18:00-19:59,1,43.8
2.552,2.948,28.5,4,24.4,0,0.511,04:00-05:59,1,54.7
2.839,2.822,20.8,6,22.0,0,0.51,00:00-01:59,1,48.6
4.574,3.27,19.6,4,23.9,0,0.322,14:00-15:59,1,47.2
3.275,2.544,11.3,4,27.8,0,0.428,04:00-05:59,1,23.3
7.198,2.802,29.1,5,19.0,0,0.545,22:00-23:59,1,61.9
6.411,3.616,32.3,8,7.5,0,0.404,18:00-19:59,1,122.8
3.536,2.327,19.8,3,23.8,0,0.6,12:00-13:59,1,42.2
1.597,3.584,40.8,9,16.9,0,0.815,18:00-19:59,1,63.8
2.86,3.088,29.7,9,10.6,1,0.504,08:00-09:59,1,71.7
0.988,1.365,35.4,6,21.8,1,0.726,18:00-19:59,1,60.1
1.315,4.266,18.7,7,21.4,0,0.563,08:00-09:59,1,37.9
2.958,4.397,27.7,5,23.4,0,0.539,12:00-13:59,0,68.3
1.71,2.105,20.5,6,15.6,0,0.45,16:00-17:59,1,41.6
1.684,2.666,27.4,3,22.2,1,0.409,22:00-23:59,1,54.2
2.48,2.776,15.2,7,26.1,0,0.606,08:00-09:59,0,33.6
5.287,1.56,31.6,4,29.8,0,0.599,00:00-01:59,1,49.8
2.967,2.994,39.0,6,22.8,1,0.704,18:00-19:59,1,67.5
2.814,2.979,31.2,6,19.8,1,0.63,18:00-19:59,1,67.1
1.293,4.077,12.8,5,20.8,0,0.501,00:00-01:59,1,35.3
4.941,3.614,29.5,4,31.8,0,0.576,02:00-03:59,1,55.5
0.771,4.273,16.6,10,8.0,0,0.376,10:00-11:59,0,70.8
1.28,5.166,31.3,7,14.6,0,0.471,16:00-17:59,0,66.2
2.681,3.085,21.3,3,23.0,0,0.449,14:00-15:59,1,42.7
10.277,1.782,18.8,6,20.2,0,0.561,08:00-09:59,1,55.7
8.531,5.073,28.9,7,13.7,0,0.638,00:00-01:59,0,105.9
3.174,3.63,26.5,4,27.5,0,0.312,12:00-13:59,1,47.3
1.206,1.799,19.6,7,20.7,0,0.42,08:00-09:59,1,38.6
1.052,3.407,15.4,10,15.9,0,0.594,10:00-11:59,0,47.1
3.063,3.224,28.6,2,26.5,0,0.382,12:00-13:59,1,43.2
3.009,2.686,27.8,3,24.4,1,0.229,04:00-05:59,0,51.2
1.91,2.894,27.6,4,24.8,1,0.625,22:00-23:59,0,53.3
2.632,3.634,26.3,6,24.4,0,0.441,18:00-19:59,1,43.4
5.842,3.11,23.5,5,17.4,0,0.118,04:00-05:59,1,55.8
3.632,3.59,21.6,5,27.8,0,0.311,08:00-09:59,1,44.1
5.228,4.232,20.3,8,17.7,0,0.3,10:00-11:59,1,59.5
0.743,3.861,38.4,5,17.1,1,0.464,16:00-17:59,1,69.7
2.616,1.307,22.9,4,27.6,0,0.719,22:00-23:59,1,42.0
1.914,2.273,23.9,8,21.8,0,0.511,08:00-09:59,1,40.5
1.05,3.403,9.8,7,14.4,0,0.469,00:00-01:59,0,27.7
2.897,4.022,13.3,3,27.7,0,0.371,06:00-07:59,0,35.4
1.814,2.68,20.9,7,20.1,0,0.434,08:00-09:59,1,41.1
2.988,2.377,30.1,5,18.4,0,0.653,22:00-23:59,1,56.4
1.198,3.795,23.5,8,11.7,0,0.816,18:00-19:59,0,66.7
1.89,3.604,21.1,7,11.3,0,0.652,18:00-19:59,1,64.9
3.768,3.336,38.5,5,25.4,1,0.501,08:00-09:59,1,64.6
2.937,3.143,26.2,4,22.7,0,0.361,12:00-13:59,1,43.4
0.867,3.515,14.9,3,30.3,0,0.446,06:00-07:59,1,25.5
4.391,3.895,19.3,5,23.1,0,0.273,00:00-01:59,1,50.1
2.085,4.189,30.2,9,12.1,0,0.405,08:00-09:59,1,64.1
2.594,3.113,27.7,4,24.4,0,0.576,12:00-13:59,1,51.0
4.004,4.357,18.2,7,19.8,0,0.329,18:00-19:59,1,50.7
1.287,1.941,17.3,4,22.9,0,0.664,18:00-19:59,1,39.0
4.105,1.031,22.3,7,14.9,0,0.697,10:00-11:59,1,50.4
4.952,2.691,18.6,8,17.0,0,0.716,08:00-09:59,1,47.0
3.32,4.241,22.9,3,22.5,0,0.259,06:00-07:59,0,54.6
2.0,2.252,32.4,4,23.6,0,0.569,02:00-03:59,1,54.9
3.479,4.13,14.6,5,26.9,0,0.226,06:00-07:59,0,42.5
1.323,1.615,22.3,5,21.7,0,0.514,18:00-19:59,1,33.9
3.508,4.014,17.5,9,18.5,0,0.364,18:00-19:59,0,56.9
3.378,2.048,26.6,3,21.8,0,0.489,04:00-05:59,1,48.8
2.356,4.613,21.1,7,14.5,0,0.713,18:00-19:59,1,54.8
3.699,3.234,27.4,4,19.2,1,0.33,00:00-01:59,0,63.3
2.778,3.177,28.5,3,26.9,0,0.437,14:00-15:59,1,47.2
1.641,2.22,18.8,7,14.8,0,0.363,08:00-09:59,1,37.0
4.162,1.897,22.1,3,27.8,0,0.231,06:00-07:59,1,40.5
3.06,3.239,23.0,4,30.4,0,0.561,14:00-15:59,1,45.0
4.837,2.823,20.2,3,23.6,0,0.377,12:00-13:59,1,45.0
2.495,2.457,23.1,6,22.5,0,0.687,02:00-03:59,0,46.5
1.166,3.897,25.3,5,21.2,0,0.534,00:00-01:59,1,32.9
4.773,2.747,22.8,4,23.0,0,0.437,22:00-23:59,1,48.6
5.73,3.591,23.9,5,21.7,0,0.518,20:00-21:59,1,60.4
4.914,3.712,22.2,3,30.0,0,0.39,06:00-07:59,1,46.5
2.447,1.17,20.8,4,30.1,0,0.461,14:00-15:59,1,28.5
3.468,3.205,30.7,3,18.9,0,0.391,22:00-23:59,1,53.4
1.542,4.19,22.4,6,20.4,0,0.478,02:00-03:59,0,43.1
1.121,3.141,16.1,4,27.6,0,0.425,04:00-05:59,1,35.0
2.825,3.743,25.8,3,29.7,0,0.206,22:00-23:59,1,52.9
3.589,3.364,21.6,4,21.0,0,0.204,00:00-01:59,1,45.7
1.691,1.129,21.9,2,28.9,0,0.35,00:00-01:59,1,33.4
2.435,2.815,29.7,3,28.4,0,0.733,04:00-05:59,1,39.2
2.267,1.868,36.6,4,19.6,0,0.737,20:00-21:59,1,55.4
1.308,4.943,32.4,8,13.6,0,0.343,08:00-09:59,0,74.2
4.011,5.014,15.8,5,18.1,0,0.265,22:00-23:59,0,59.7
1.732,3.488,26.0,4,23.9,0,0.485,04:00-05:59,0,55.2
1.614,3.414,28.4,5,17.6,0,0.209,00:00-01:59,1,47.0
2.331,4.324,21.0,3,31.0,0,0.365,00:00-01:59,1,27.0
1.661,2.338,31.1,3,27.7,1,0.286,14:00-15:59,1,54.0
1.785,3.29,25.2,8,22.3,0,0.536,18:00-19:59,1,51.0
2.394,3.119,30.3,5,16.3,0,0.491,20:00-21:59,1,51.4
4.721,2.329,19.9,6,15.7,0,0.378,22:00-23:59,1,65.1
1.968,2.955,33.1,7,15.4,0,0.5,22:00-23:59,1,66.6
2.733,2.249,25.9,3,28.1,0,0.674,02:00-03:59,1,39.7
9.122,3.173,17.6,4,18.1,0,0.536,04:00-05:59,1,61.5
2.245,4.024,27.0,2,24.9,1,0.497,02:00-03:59,1,48.3
2.144,4.275,35.7,3,26.0,0,0.372,04:00-05:59,1,54.5
5.907,2.828,22.4,5,28.7,0,0.429,12:00-13:59,1,43.8
5.763,2.696,15.9,4,25.0,0,0.339,00:00-01:59,1,48.2
3.083,3.178,22.8,7,26.1,0,0.327,18:00-19:59,1,46.4
1.744,2.187,37.6,5,24.8,0,0.792,14:00-15:59,1,55.1
6.757,2.835,16.5,7,19.8,0,0.438,18:00-19:59,1,43.7
1.708,3.995,25.7,5,22.9,0,0.569,18:00-19:59,1,49.1
1.72,3.494,13.1,8,15.5,0,0.384,18:00-19:59,1,43.1
2.963,2.061,31.3,2,30.6,1,0.773,02:00-03:59,1,59.8
2.367,2.11,19.9,6,15.1,0,0.803,04:00-05:59,0,43.7
2.242,5.056,34.3,7,11.8,0,0.393,16:00-17:59,1,80.4
1.681,2.685,24.4,2,23.2,0,0.391,12:00-13:59,0,39.8
4.072,2.661,20.7,3,30.3,1,0.256,06:00-07:59,1,34.8
1.894,2.177,29.9,6,22.1,0,0.702,18:00-19:59,1,47.8
3.647,4.83,30.0,9,17.4,0,0.413,08:00-09:59,0,78.7
3.305,2.118,31.8,3,25.4,1,0.682,02:00-03:59,0,45.9
2.09,3.817,20.7,5,26.2,0,0.388,20:00-21:59,1,37.1
2.378,3.048,25.4,4,30.5,0,0.355,14:00-15:59,1,45.2
1.842,3.96,23.8,4,23.3,0,0.676,06:00-07:59,0,51.4
3.19,3.356,26.5,9,7.4,0,0.518,16:00-17:59,0,89.9
1.159,2.562,30.6,7,14.0,1,0.751,08:00-09:59,1,56.9
1.06,2.813,18.2,6,28.2,0,0.388,16:00-17:59,1,34.4
1.032,2.097,27.4,2,31.1,0,0.481,06:00-07:59,1,45.1
0.753,2.406,40.2,6,23.2,1,0.556,18:00-19:59,1,64.7
2.838,3.45,19.1,7,24.9,0,0.481,08:00-09:59,1,36.2
1.159,3.575,32.4,9,11.8,0,0.638,16:00-17:59,0,62.1
1.233,3.53,15.9,5,19.7,0,0.353,14:00-15:59,1,36.7
1.726,3.269,26.8,2,28.4,0,0.432,04:00-05:59,1,41.8
6.679,2.84,17.6,5,19.0,0,0.385,00:00-01:59,0,54.4
3.429,2.87,32.4,2,17.2,1,0.501,04:00-05:59,0,73.8
1.825,3.682,15.5,2,33.1,0,0.159,06:00-07:59,1,32.6
2.296,3.582,28.5,2,22.1,0,0.267,02:00-03:59,1,41.4
4.319,4.106,15.9,5,18.7,0,0.246,00:00-01:59,0,51.4
1.34,3.014,28.2,2,24.1,0,0.295,12:00-13:59,1,47.4
3.013,3.404,21.8,3,22.5,0,0.39,14:00-15:59,1,41.9
1.519,3.664,15.7,3,21.1,0,0.344,12:00-13:59,1,38.6
1.491,6.749,26.4,7,13.4,1,0.134,08:00-09:59,0,92.1
2.951,1.58,31.7,5,27.4,0,0.658,22:00-23:59,0,62.9
2.026,4.118,15.0,4,27.3,0,0.389,00:00-01:59,1,37.1
1.978,3.472,25.4,4,22.3,0,0.412,12:00-13:59,0,46.1
1.758,3.377,30.9,5,20.7,0,0.669,12:00-13:59,0,55.9
2.55,3.391,22.5,6,15.5,0,0.285,16:00-17:59,1,53.7
2.645,3.342,26.8,5,29.6,0,0.72,04:00-05:59,1,34.7
1.162,3.152,21.5,6,25.8,0,0.424,16:00-17:59,1,39.5
1.811,2.74,31.9,4,25.9,1,0.434,00:00-01:59,1,56.8
2.891,3.522,14.3,3,32.5,0,0.349,00:00-01:59,1,21.3
2.027,4.247,15.5,4,14.2,0,0.393,06:00-07:59,0,55.2
2.524,4.631,21.5,8,17.9,0,0.61,16:00-17:59,0,62.2
4.039,2.175,28.3,6,23.9,0,0.652,10:00-11:59,0,58.9
3.157,2.124,20.6,3,22.7,0,0.326,20:00-21:59,1,38.2
1.701,3.872,19.4,5,22.1,0,0.475,04:00-05:59,1,42.3
2.67,1.933,29.2,6,16.0,0,0.625,00:00-01:59,0,54.4
1.562,4.357,14.5,5,23.3,0,0.382,06:00-07:59,0,35.2
2.424,2.858,25.0,7,19.5,0,0.7,22:00-23:59,1,44.4
2.119,3.261,23.8,8,12.3,0,0.367,16:00-17:59,0,65.9
1.391,3.805,15.2,4,29.8,0,0.438,04:00-05:59,1,35.0
2.999,1.494,27.9,5,20.1,1,0.399,22:00-23:59,1,57.5
1.477,4.187,22.6,8,10.2,0,0.678,16:00-17:59,0,70.6
1.809,4.069,27.4,5,22.6,0,0.326,12:00-13:59,0,53.9
1.162,4.088,17.5,6,18.6,0,0.48,22:00-23:59,0,40.7
3.009,4.251,48.2,5,19.6,1,0.2,06:00-07:59,0,99.1
3.906,2.478,34.1,3,23.2,0,0.537,04:00-05:59,1,46.3
1.832,3.393,25.7,8,12.9,0,0.426,18:00-19:59,0,65.9
2.165,3.886,19.3,7,22.0,0,0.443,08:00-09:59,1,40.6
2.669,3.287,24.1,7,17.9,0,0.465,08:00-09:59,1,54.0
1.927,2.938,28.3,3,28.2,0,0.718,04:00-05:59,1,44.1
1.304,1.075,27.3,4,26.8,0,0.403,22:00-23:59,1,53.2
0.841,4.858,21.4,8,13.5,0,0.494,16:00-17:59,0,64.8
1.62,3.045,22.0,5,22.6,0,0.641,06:00-07:59,1,36.5
1.748,2.672,19.1,5,26.9,0,0.371,20:00-21:59,1,39.0
9.802,3.487,30.6,7,15.0,0,0.655,08:00-09:59,0,102.4
3.562,2.354,31.9,5,17.3,0,0.813,06:00-07:59,0,68.2
1.703,3.094,36.2,7,13.9,0,0.584,08:00-09:59,1,68.3
1.524,3.343,22.3,5,15.7,1,0.273,12:00-13:59,0,53.6
3.004,4.538,25.2,7,12.0,0,0.613,16:00-17:59,0,85.6
3.802,3.643,35.7,4,22.8,0,0.572,12:00-13:59,1,56.0
1.704,4.027,19.0,10,9.3,0,0.522,08:00-09:59,0,93.1
2.942,5.474,12.9,9,12.1,0,0.239,18:00-19:59,0,76.0
1.548,4.41,23.1,8,15.1,0,0.394,18:00-19:59,0,54.0
3.219,2.748,26.0,6,23.3,0,0.466,12:00-13:59,1,44.1
1.175,3.916,22.4,7,16.0,1,0.676,18:00-19:59,1,52.3
5.848,2.451,23.7,9,16.1,0,0.559,08:00-09:59,1,51.2
2.462,4.011,28.7,6,22.6,0,0.326,04:00-05:59,0,55.9
4.53,3.571,20.5,7,24.4,1,0.424,12:00-13:59,0,57.4
2.509,3.468,34.8,5,25.8,1,0.25,20:00-21:59,1,60.1
4.059,3.014,33.2,3,28.9,0,0.682,20:00-21:59,1,52.5
4.092,2.487,18.3,5,19.8,0,0.438,02:00-03:59,1,48.4
2.284,2.119,30.7,3,29.2,0,0.529,22:00-23:59,1,49.5
0.811,4.128,24.8,8,20.6,0,0.463,16:00-17:59,1,45.5
3.256,3.537,24.9,10,12.0,0,0.498,18:00-19:59,0,74.5
1.722,5.584,22.4,7,18.0,0,0.482,18:00-19:59,0,65.2
2.021,3.242,24.5,4,27.1,1,0.155,22:00-23:59,1,45.7
2.874,2.643,23.0,6,19.4,0,0.602,00:00-01:59,0,52.7
3.813,2.868,19.8,8,11.2,0,0.436,10:00-11:59,1,54.9
2.312,3.694,31.8,3,27.3,0,0.614,12:00-13:59,1,44.4
1.938,2.292,34.7,3,30.4,0,0.402,14:00-15:59,1,54.7
3.749,2.396,23.5,7,20.3,0,0.775,18:00-19:59,1,47.4
2.488,2.19,29.7,7,17.3,0,0.652,16:00-17:59,1,47.6
2.14,2.489,29.5,4,25.7,0,0.648,02:00-03:59,0,50.3
1.936,2.972,36.3,5,29.8,0,0.459,20:00-21:59,1,52.4
0.918,2.995,22.9,7,12.1,0,0.711,18:00-19:59,0,53.4
3.352,1.476,15.4,4,17.9,0,0.658,02:00-03:59,1,38.4
1.945,5.645,20.9,10,10.8,0,0.289,08:00-09:59,0,77.6
6.046,2.083,26.0,8,8.5,0,0.498,08:00-09:59,1,89.2
3.799,4.594,26.7,8,13.2,0,0.639,10:00-11:59,0,78.7
1.177,2.945,17.8,4,25.3,0,0.316,04:00-05:59,1,39.1
2.211,2.943,32.1,4,22.7,0,0.444,14:00-15:59,1,51.3
1.558,4.632,29.2,3,24.9,0,0.393,00:00-01:59,0,46.5
2.858,2.785,28.6,7,11.4,0,0.571,10:00-11:59,1,64.5
0.825,1.396,23.4,5,26.9,0,0.665,06:00-07:59,1,39.0
1.656,2.799,41.9,4,22.9,1,0.609,00:00-01:59,0,68.3
5.628,3.394,23.1,5,24.8,0,0.218,12:00-13:59,1,48.9
1.384,3.071,34.0,9,10.5,0,0.776,16:00-17:59,0,68.7
2.786,3.874,29.0,5,22.1,0,0.47,06:00-07:59,1,49.5
0.918,0.92,26.3,3,31.5,0,0.652,06:00-07:59,1,37.3
1.126,2.16,22.3,7,19.5,0,0.393,10:00-11:59,1,43.4
12.251,4.098,34.4,6,12.6,1,0.643,22:00-23:59,0,150.7
3.359,3.77,28.9,5,16.8,0,0.555,04:00-05:59,0,58.8
1.747,2.481,18.9,4,21.6,0,0.59,22:00-23:59,1,38.4
2.264,4.989,30.0,7,24.9,1,0.314,10:00-11:59,1,56.9
2.401,3.72,12.1,5,22.9,0,0.238,12:00-13:59,1,30.2
3.072,4.631,15.2,6,13.8,0,0.626,20:00-21:59,0,57.9
1.971,3.922,27.9,8,17.7,0,0.752,18:00-19:59,0,62.3
3.014,4.402,19.6,8,14.8,0,0.49,18:00-19:59,1,57.7
3.137,2.772,23.8,6,26.4,0,0.478,04:00-05:59,1,44.2
2.77,3.211,23.4,4,23.9,0,0.497,12:00-13:59,0,43.9
23.404,4.403,16.8,2,29.4,0,0.219,04:00-05:59,1,74.4
2.13,3.653,25.9,6,16.1,0,0.347,02:00-03:59,0,57.5
4.243,3.052,23.8,5,26.3,0,0.375,22:00-23:59,1,39.3
4.456,2.093,32.4,7,15.7,0,0.818,18:00-19:59,1,64.2
1.947,1.897,20.7,3,21.1,0,0.538,06:00-07:59,1,41.4
3.895,3.435,35.9,4,29.4,0,0.398,22:00-23:59,1,55.8
3.085,3.252,11.7,5,20.1,0,0.488,14:00-15:59,1,35.8
5.526,3.551,31.9,7,18.2,1,0.428,16:00-17:59,1,67.2
2.606,4.883,25.0,5,22.7,0,0.456,12:00-13:59,0,57.7
1.81,3.216,24.1,2,27.4,1,0.303,00:00-01:59,1,47.3
5.637,4.402,14.3,1,28.8,0,0.141,04:00-05:59,1,43.9
2.394,4.529,18.9,6,20.1,0,0.466,22:00-23:59,0,51.2
6.674,3.152,30.5,7,15.6,1,0.516,16:00-17:59,1,82.6
1.597,2.727,23.7,4,18.3,0,0.464,22:00-23:59,1,55.7
1.827,3.634,20.0,8,15.0,0,0.311,00:00-01:59,0,53.7
1.786,2.459,25.6,6,18.3,0,0.512,16:00-17:59,1,49.3
2.714,3.397,17.2,6,21.3,0,0.398,14:00-15:59,1,50.2
3.565,3.3,24.6,6,18.5,0,0.453,00:00-01:59,0,60.9
2.0,2.879,24.0,7,19.0,0,0.389,10:00-11:59,1,44.1
2.358,2.865,27.6,4,23.6,1,0.404,08:00-09:59,1,53.0
2.281,5.349,19.5,10,5.8,0,0.46,10:00-11:59,0,119.5
2.318,1.237,27.9,7,26.1,0,0.747,18:00-19:59,1,48.6
1.74,3.389,13.7,6,23.9,0,0.145,22:00-23:59,1,29.8
0.93,3.204,23.4,7,18.8,0,0.402,08:00-09:59,1,42.7
2.635,4.166,20.6,9,9.9,0,0.327,10:00-11:59,1,74.2
3.554,0.662,31.0,5,26.7,0,0.612,08:00-09:59,1,44.2
3.044,2.727,23.0,2,32.9,0,0.351,20:00-21:59,1,34.5
2.078,3.156,23.7,4,33.5,0,0.492,22:00-23:59,1,42.6
1.036,2.666,22.2,4,28.8,0,0.484,08:00-09:59,1,44.0
3.978,4.14,19.4,4,26.4,0,0.374,06:00-07:59,1,45.8
2.224,3.404,30.4,2,30.5,1,0.269,04:00-05:59,1,51.6
3.815,1.958,29.8,5,13.9,0,0.65,04:00-05:59,1,59.9
0.811,2.673,33.4,2,34.4,0,0.307,06:00-07:59,1,41.8
1.543,4.858,18.5,8,13.5,0,0.541,16:00-17:59,1,56.1
4.464,2.114,35.5,5,18.2,0,0.739,02:00-03:59,0,68.8
1.922,3.696,21.8,8,17.6,0,0.259,16:00-17:59,1,52.1
5.391,4.293,18.3,4,26.5,0,0.227,00:00-01:59,1,44.9
3.247,3.302,17.9,3,23.0,0,0.511,00:00-01:59,0,42.0
1.204,0.924,16.6,9,21.9,0,0.452,08:00-09:59,1,25.8
1.939,4.325,30.4,9,5.0,0,0.478,10:00-11:59,0,127.7
1.418,1.866,19.9,8,20.1,0,0.538,10:00-11:59,1,35.5
5.994,2.324,27.4,4,22.5,0,0.45,04:00-05:59,1,59.4
4.164,4.711,27.3,7,19.7,0,0.326,12:00-13:59,0,71.7
2.275,3.246,23.7,10,8.2,0,0.393,16:00-17:59,0,86.2
1.778,2.886,17.8,6,20.2,0,0.362,20:00-21:59,1,35.7
1.98,2.779,29.4,2,28.9,1,0.484,22:00-23:59,0,46.3
1.754,3.941,9.9,7,26.1,0,0.471,18:00-19:59,1,30.4
